Row ID,Order ID,Order Date,Ship Date,Month ,Season,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Quantity,Sub-Category,Product Name,Net Sales
4905,46202486,1/18/2017,1/20/2017,January,Fall,Second Class,MC-17605,Matt Connell,Corporate,United States,Houston,Texas,77070,Central,FUR-CH-10003746,Furniture,42,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058
4906,99321078,12/18/2017,12/20/2017,December,Fall,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-BI-10003476,Office Supplies,8,Binders,Avery Metallic Poly Binders,22.92
4907,27403254,9/13/2016,9/15/2016,September,Spring,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-ST-10001469,Office Supplies,23,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9
4908,81172118,1/30/2017,2/1/2017,February,Spring,Second Class,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10001757,Office Supplies,37,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808
4909,91851626,9/14/2016,9/16/2016,September,Fall,Second Class,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,45014,East,TEC-PH-10004875,Technology,30,Phones,PNY Rapid USB Car Charger - Black,9.588
4910,20638697,1/24/2019,1/26/2019,January,Fall,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-EN-10001219,Office Supplies,39,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336
4911,20269469,5/1/2018,5/3/2018,May,Spring,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10000019,Office Supplies,20,Paper,Xerox 1931,36.288
4912,59945894,7/17/2018,7/19/2018,July,Summer,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,TEC-PH-10001924,Technology,23,Phones,iHome FM Clock Radio with Lightning Dock,111.984
4913,83912656,3/24/2019,3/26/2019,March,Fall,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10002003,Office Supplies,32,Binders,Ibico Presentation Index for Binding Systems,5.97
4914,47602525,10/19/2017,10/21/2017,October,Fall,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10003727,Office Supplies,21,Binders,Avery Durable Slant Ring Binders With Label Holder,2.508
4915,93186047,8/12/2017,8/14/2017,August,Fall,Second Class,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10004042,Office Supplies,16,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",35.96
4916,26141017,3/16/2019,3/18/2019,March,Fall,Second Class,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001097,Office Supplies,24,Binders,Avery Hole Reinforcements,14.952
4917,59559494,1/25/2017,1/27/2017,January,Summer,Second Class,MB-17305,Maria Bertelson,Consumer,United States,League City,Texas,77573,Central,OFF-AR-10004344,Office Supplies,6,Art,Bulldog Vacuum Base Pencil Sharpener,67.144
4918,69289246,10/14/2018,10/16/2018,October,Fall,Second Class,MB-17305,Maria Bertelson,Consumer,United States,League City,Texas,77573,Central,FUR-CH-10001802,Furniture,9,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,254.058
4919,34403707,12/30/2019,1/1/2020,January,Summer,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,20877,East,FUR-BO-10004709,Furniture,17,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94
4920,54119477,5/17/2016,5/19/2016,May,Fall,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,20877,East,TEC-PH-10000455,Technology,12,Phones,GE 30522EE2,231.98
4921,74370822,10/8/2017,10/10/2017,October,Fall,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10002393,Office Supplies,17,Binders,Binder Posts,2.296
4922,99348647,6/1/2019,6/3/2019,June,Fall,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,OFF-PA-10004381,Office Supplies,23,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08
4923,93753016,6/26/2018,6/28/2018,June,Fall,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,OFF-FA-10003059,Office Supplies,20,Fasteners,Assorted Color Push Pins,3.62
4924,33541667,7/25/2019,7/27/2019,July,Fall,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,OFF-PA-10000994,Office Supplies,50,Paper,Xerox 1915,629.1
4925,45637810,3/25/2018,3/27/2018,March,Spring,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,TEC-PH-10002890,Technology,3,Phones,AT&T 17929 Lendline Telephone,90.48
4926,25392565,1/9/2019,1/11/2019,January,Summer,First Class,AR-10345,Alex Russell,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-AR-10003338,Office Supplies,4,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88
4927,54460345,6/17/2018,6/19/2018,June,Fall,Standard Class,MO-17500,Mary O'Rourke,Consumer,United States,Chicago,Illinois,60623,Central,FUR-TA-10003008,Furniture,4,Tables,"Lesro Round Back Collection Coffee Table, End Table",91.275
4928,73582092,11/30/2017,12/2/2017,December,Summer,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,6824,East,OFF-PA-10001972,Office Supplies,15,Paper,Xerox 214,19.44
4929,47647660,10/14/2019,10/16/2019,October,Spring,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,6824,East,FUR-CH-10000155,Furniture,26,Chairs,Global Comet Stacking Armless Chair,897.15
4930,82872736,1/19/2016,1/21/2016,January,Spring,First Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10009,East,OFF-AR-10000658,Office Supplies,15,Art,Newell 324,57.75
4931,30401284,2/8/2019,2/10/2019,February,Spring,First Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10009,East,OFF-PA-10000349,Office Supplies,48,Paper,Easy-staple paper,14.94
4932,95368912,9/27/2018,9/29/2018,September,Fall,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10001446,Office Supplies,46,Art,Newell 309,23.1
4933,22886969,3/3/2018,3/5/2018,March,Spring,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Colorado,80013,West,OFF-EN-10004483,Office Supplies,22,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",12.536
4934,26687822,11/25/2017,11/27/2017,November,Fall,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002012,Office Supplies,28,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08
4935,37764821,10/2/2017,10/4/2017,October,Fall,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Colorado,80013,West,OFF-FA-10003021,Office Supplies,16,Fasteners,Staples,4.512
4936,66410523,10/18/2017,10/20/2017,October,Summer,Standard Class,KS-16300,Karen Seio,Corporate,United States,Lehi,Utah,84043,West,TEC-PH-10003356,Technology,42,Phones,"SmartStand Mobile Device Holder, Assorted Colors",16.776
4937,18014007,9/28/2016,9/30/2016,September,Summer,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Tuscaloosa,Alabama,35401,South,OFF-BI-10004728,Office Supplies,46,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,33.74
4938,25729329,6/14/2017,6/16/2017,June,Fall,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000078,Office Supplies,1,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85
4939,28598752,9/12/2016,9/14/2016,September,Spring,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10003034,Furniture,14,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999
4940,97907510,2/3/2016,2/5/2016,February,Spring,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003514,Office Supplies,29,Art,4009 Highlighters by Sanford,19.9
4941,36390119,12/12/2016,12/14/2016,December,Summer,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Wilmington,Delaware,19805,East,FUR-CH-10001708,Furniture,49,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82
4942,83267078,11/2/2016,11/4/2016,November,Summer,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Wilmington,Delaware,19805,East,FUR-BO-10002598,Furniture,39,Bookcases,"Hon Metal Bookcases, Putty",283.92
4943,16378660,5/8/2019,5/10/2019,May,Summer,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Wilmington,Delaware,19805,East,OFF-AR-10001022,Office Supplies,1,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68
4944,26242299,5/23/2019,5/25/2019,May,Spring,Standard Class,LP-17095,Liz Preis,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-ST-10004459,Office Supplies,9,Storage,Tennsco Single-Tier Lockers,375.34
4945,37110501,10/19/2016,10/21/2016,October,Spring,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,90278,West,OFF-PA-10004381,Office Supplies,1,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08
4946,22610220,12/27/2017,12/29/2017,December,Summer,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,90278,West,OFF-BI-10000050,Office Supplies,50,Binders,"Angle-D Binders with Locking Rings, Label Holders",11.68
4947,83370511,2/4/2018,2/6/2018,February,Fall,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,90278,West,OFF-FA-10000304,Office Supplies,32,Fasteners,Advantus Push Pins,4.36
4948,52131950,5/27/2019,5/29/2019,May,Fall,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Seattle,Washington,98115,West,OFF-LA-10002475,Office Supplies,10,Labels,Avery 519,29.24
4949,57653991,6/23/2016,6/25/2016,June,Fall,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001989,Office Supplies,1,Binders,Premium Transparent Presentation Covers by GBC,117.488
4950,49047890,10/21/2017,10/23/2017,October,Spring,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000732,Furniture,31,Furnishings,Eldon 200 Class Desk Accessories,18.84
4951,91232460,1/7/2016,1/9/2016,January,Spring,Second Class,DL-13330,Denise Leinenbach,Consumer,United States,New York City,New York,10009,East,OFF-AR-10004441,Office Supplies,19,Art,BIC Brite Liner Highlighters,12.42
4952,22964311,3/9/2016,3/11/2016,March,Fall,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Royal Oak,Michigan,48073,Central,OFF-PA-10000304,Office Supplies,4,Paper,Xerox 1995,12.96
4953,75450717,12/7/2019,12/9/2019,December,Spring,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10002670,Office Supplies,38,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,69.48
4954,57656643,8/31/2018,9/2/2018,September,Fall,Standard Class,MS-17980,Michael Stewart,Corporate,United States,New York City,New York,10009,East,TEC-PH-10001527,Technology,40,Phones,Plantronics MX500i Earset,85.9
4955,13332858,7/8/2019,7/10/2019,July,Summer,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,OFF-AR-10002335,Office Supplies,27,Art,DIXON Oriole Pencils,18.06
4956,11352049,9/27/2018,9/29/2018,September,Summer,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,OFF-PA-10003641,Office Supplies,49,Paper,Xerox 1909,79.14
4957,48231114,7/17/2016,7/19/2016,July,Summer,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,FUR-FU-10002685,Furniture,41,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",37.4
4958,19509700,2/20/2019,2/22/2019,February,Fall,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Carrollton,Texas,75007,Central,OFF-BI-10001308,Office Supplies,49,Binders,GBC Standard Plastic Binding Systems' Combs,2.512
4959,66202696,4/7/2016,4/9/2016,April,Spring,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Carrollton,Texas,75007,Central,OFF-FA-10003485,Office Supplies,10,Fasteners,Staples,18.864
4960,78817214,3/30/2017,4/1/2017,April,Summer,Standard Class,TC-21535,Tracy Collins,Home Office,United States,Los Angeles,California,90008,West,TEC-PH-10003357,Technology,31,Phones,Grandstream GXP2100 Mainstream Business Phone,61.192
4961,48024859,10/4/2017,10/6/2017,October,Spring,Standard Class,TC-21535,Tracy Collins,Home Office,United States,Los Angeles,California,90008,West,OFF-AP-10002867,Office Supplies,17,Appliances,Fellowes Command Center 5-outlet power strip,67.84
4962,91179054,8/26/2019,8/28/2019,August,Fall,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004477,Furniture,38,Chairs,"Global Push Button Manager's Chair, Indigo",48.712
4963,77618793,9/23/2019,9/25/2019,September,Fall,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,OFF-AR-10001427,Office Supplies,48,Art,Newell 330,17.94
4964,15558955,12/24/2016,12/26/2016,December,Summer,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,13,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94
4965,73963194,5/24/2017,5/26/2017,May,Summer,Second Class,DP-13000,Darren Powers,Consumer,United States,Fort Lauderdale,Florida,33311,South,OFF-BI-10000301,Office Supplies,2,Binders,GBC Instant Report Kit,7.764
4966,33343422,2/4/2017,2/6/2017,February,Spring,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Columbia,Tennessee,38401,South,TEC-PH-10001944,Technology,35,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,467.04
4967,40210323,9/4/2018,9/6/2018,September,Spring,Second Class,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,TEC-PH-10001527,Technology,41,Phones,Plantronics MX500i Earset,128.85
4968,83925242,9/17/2017,9/19/2017,September,Fall,Second Class,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,OFF-PA-10001307,Office Supplies,7,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",8.4
4969,30653328,3/29/2017,3/31/2017,March,Fall,Second Class,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,TEC-AC-10004571,Technology,2,Accessories,Logitech G700s Rechargeable Gaming Mouse,199.98
4970,95052187,9/2/2018,9/4/2018,September,Spring,Second Class,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,FUR-CH-10001973,Furniture,13,Chairs,Office Star Flex Back Scooter Chair with White Frame,110.98
4971,55289095,12/11/2018,12/13/2018,December,Fall,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,32216,South,FUR-CH-10000513,Furniture,26,Chairs,High-Back Leather Manager's Chair,207.984
4972,11460385,5/8/2018,5/10/2018,May,Spring,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-10002421,Office Supplies,33,Paper,Embossed Ink Jet Note Cards,36.112
4973,22140056,8/30/2018,9/1/2018,September,Spring,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,32216,South,FUR-FU-10004090,Furniture,35,Furnishings,"Executive Impressions 14"" Contract Wall Clock",35.568
4974,69302808,11/6/2016,11/8/2016,November,Summer,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-10004071,Office Supplies,22,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768
4975,99913936,11/19/2019,11/21/2019,November,Summer,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Oceanside,California,92054,West,OFF-PA-10002246,Office Supplies,32,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",12.9
4976,94747878,6/18/2017,6/20/2017,June,Summer,Second Class,JR-16210,Justin Ritter,Corporate,United States,Jacksonville,Florida,32216,South,TEC-AC-10003198,Technology,34,Accessories,Enermax Acrylux Wireless Keyboard,717.12
4977,13045518,11/24/2017,11/26/2017,November,Spring,First Class,AH-10210,Alan Hwang,Consumer,United States,New York City,New York,10024,East,OFF-BI-10001031,Office Supplies,45,Binders,Pressboard Data Binders by Wilson Jones,21.36
4978,71878860,1/5/2018,1/7/2018,January,Fall,First Class,AH-10210,Alan Hwang,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003727,Office Supplies,43,Binders,Avery Durable Slant Ring Binders With Label Holder,6.688
4979,29527318,8/9/2016,8/11/2016,August,Fall,First Class,AH-10210,Alan Hwang,Consumer,United States,New York City,New York,10024,East,TEC-PH-10001336,Technology,25,Phones,Digium D40 VoIP phone,773.94
4980,70602963,3/16/2019,3/18/2019,March,Summer,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,60610,Central,OFF-SU-10001664,Office Supplies,40,Supplies,Acme Office Executive Series Stainless Steel Trimmers,20.568
4981,43693158,4/10/2017,4/12/2017,April,Summer,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AP-10003971,Office Supplies,49,Appliances,Belkin 6 Outlet Metallic Surge Strip,4.356
4982,97647550,9/23/2017,9/25/2017,September,Fall,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,60610,Central,TEC-AC-10000199,Technology,18,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04
4983,14322311,1/20/2017,1/22/2017,January,Summer,Standard Class,AH-10075,Adam Hart,Corporate,United States,Huntington Beach,California,92646,West,OFF-LA-10001045,Office Supplies,29,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22
4984,20328689,1/24/2017,1/26/2017,January,Fall,Second Class,IM-15070,Irene Maddox,Consumer,United States,San Diego,California,92105,West,OFF-ST-10003442,Office Supplies,42,Storage,Eldon Portable Mobile Manager,84.84
4985,39516303,5/30/2018,6/1/2018,June,Spring,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Nashville,Tennessee,37211,South,OFF-FA-10003059,Office Supplies,17,Fasteners,Assorted Color Push Pins,7.24
4986,30945965,1/8/2018,1/10/2018,January,Spring,Same Day,AG-10390,Allen Goldenen,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001175,Office Supplies,19,Labels,Avery 514,14.4
4987,88793549,3/21/2017,3/23/2017,March,Summer,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,80906,West,OFF-PA-10003441,Office Supplies,26,Paper,Xerox 226,15.552
4988,73794917,1/11/2018,1/13/2018,January,Spring,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,80906,West,FUR-CH-10004287,Furniture,42,Chairs,SAFCO Arco Folding Chair,1325.76
4989,76003897,1/11/2016,1/13/2016,January,Fall,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10004040,Office Supplies,22,Binders,Wilson Jones Impact Binders,3.108
4990,84679015,12/14/2017,12/16/2017,December,Spring,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10004022,Office Supplies,38,Binders,Acco Suede Grain Vinyl Round Ring Binder,6.672
4991,11160082,11/26/2016,11/28/2016,November,Spring,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,San Francisco,California,94110,West,TEC-PH-10002200,Technology,38,Phones,Aastra 6757i CT Wireless VoIP phone,689.408
4992,53976607,11/3/2019,11/5/2019,November,Fall,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Chicago,Illinois,60653,Central,OFF-BI-10001120,Office Supplies,6,Binders,Ibico EPK-21 Electric Binding System,1889.99
4993,60332653,9/4/2018,9/6/2018,September,Spring,Standard Class,RB-19645,Robert Barroso,Corporate,United States,Memphis,Tennessee,38109,South,OFF-EN-10000461,Office Supplies,41,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",55.936
4994,24622728,10/19/2017,10/21/2017,October,Summer,Standard Class,RB-19645,Robert Barroso,Corporate,United States,Memphis,Tennessee,38109,South,OFF-LA-10004008,Office Supplies,23,Labels,Avery 507,18.432
4995,81603118,7/2/2018,7/4/2018,July,Fall,Standard Class,RB-19645,Robert Barroso,Corporate,United States,Memphis,Tennessee,38109,South,FUR-FU-10000221,Furniture,44,Furnishings,"Master Caster Door Stop, Brown",20.32
4996,49824587,6/19/2016,6/21/2016,June,Fall,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,New York City,New York,10011,East,OFF-BI-10000962,Office Supplies,42,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",52.064
4997,67082772,9/21/2016,9/23/2016,September,Spring,Standard Class,KS-16300,Karen Seio,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-AP-10000390,Office Supplies,3,Appliances,Euro Pro Shark Stick Mini Vacuum,48.784
4998,22450916,1/17/2016,1/19/2016,January,Fall,Standard Class,KS-16300,Karen Seio,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-BI-10000014,Office Supplies,14,Binders,Heavy-Duty E-Z-D Binders,13.092
4999,31072074,3/27/2018,3/29/2018,March,Fall,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10004120,Technology,23,Phones,AT&T 1080 Phone,109.592
5000,80080545,9/4/2017,9/6/2017,September,Spring,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10002764,Office Supplies,14,Paper,Easy-staple paper,56.7
5001,95744312,2/25/2017,2/27/2017,February,Spring,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Los Angeles,California,90004,West,TEC-AC-10000736,Technology,27,Accessories,Logitech G600 MMO Gaming Mouse,79.99
5002,91033386,3/31/2017,4/2/2017,April,Summer,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,23602,South,OFF-SU-10000898,Office Supplies,15,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5
5003,25916846,3/3/2018,3/5/2018,March,Spring,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,23602,South,OFF-PA-10004327,Office Supplies,42,Paper,Xerox 1911,191.6
5004,95878617,10/2/2019,10/4/2019,October,Fall,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10000143,Office Supplies,15,Paper,Astroparche Fine Business Paper,10.56
5005,27275168,6/6/2018,6/8/2018,June,Summer,Second Class,TM-21010,Tamara Manning,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10002550,Technology,31,Accessories,Maxell 4.7GB DVD-RW 3/Pack,47.79
5006,96169188,11/11/2017,11/13/2017,November,Fall,Second Class,SC-20695,Steve Chapman,Corporate,United States,Richmond,Indiana,47374,Central,OFF-ST-10003306,Office Supplies,36,Storage,Letter Size Cart,714.3
5007,59606563,9/3/2019,9/5/2019,September,Spring,Standard Class,Dp-13240,Dean percer,Home Office,United States,New York City,New York,10035,East,TEC-MA-10000045,Technology,26,Machines,Zebra ZM400 Thermal Label Printer,2321.9
5008,22612076,3/26/2016,3/28/2016,March,Summer,Standard Class,Dp-13240,Dean percer,Home Office,United States,New York City,New York,10035,East,OFF-ST-10001505,Office Supplies,43,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94
5009,12503808,11/18/2019,11/20/2019,November,Fall,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004781,Office Supplies,1,Binders,GBC Wire Binding Strips,9.522
5010,25623303,3/21/2016,3/23/2016,March,Spring,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002680,Technology,41,Phones,Samsung Galaxy Note 3,791.964
5011,63513148,6/15/2016,6/17/2016,June,Fall,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,18,Binders,Angle-D Ring Binders,4.923
5012,14700951,6/24/2018,6/26/2018,June,Summer,First Class,TS-21370,Todd Sumrall,Corporate,United States,Phoenix,Arizona,85023,West,FUR-BO-10004467,Furniture,27,Bookcases,Bestar Classic Bookcase,209.979
5013,12674064,12/9/2016,12/11/2016,December,Fall,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,44105,East,OFF-BI-10001670,Office Supplies,26,Binders,Vinyl Sectional Post Binders,33.93
5014,63553360,11/13/2017,11/15/2017,November,Spring,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,44105,East,OFF-ST-10000136,Office Supplies,19,Storage,Letter Size File,222.32
5015,11851423,9/11/2017,9/13/2017,September,Summer,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,44105,East,TEC-PH-10004522,Technology,23,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,210.564
5016,26390542,2/25/2016,2/27/2016,February,Spring,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Toledo,Ohio,43615,East,FUR-FU-10002960,Furniture,38,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168
5017,52671822,10/15/2019,10/17/2019,October,Summer,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Toledo,Ohio,43615,East,TEC-PH-10002584,Technology,7,Phones,Samsung Galaxy S4,1502.376
5018,61784315,7/13/2016,7/15/2016,July,Fall,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008,West,FUR-FU-10002505,Furniture,36,Furnishings,Eldon 100 Class Desk Accessories,10.11
5019,20809420,11/24/2019,11/26/2019,November,Fall,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10003832,Technology,33,Accessories,Logitech P710e Mobile Speakerphone,772.47
5020,38471669,9/21/2019,9/23/2019,September,Spring,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008,West,OFF-SU-10002537,Office Supplies,5,Supplies,Acme Box Cutter Scissors,20.46
5021,90959762,6/9/2016,6/11/2016,June,Fall,Second Class,MZ-17515,Mary Zewe,Corporate,United States,New York City,New York,10011,East,OFF-SU-10003505,Office Supplies,44,Supplies,Premier Electric Letter Opener,347.58
5022,74378256,10/10/2017,10/12/2017,October,Spring,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,92037,West,TEC-AC-10001465,Technology,4,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64
